state,year,avg_temp
NV,2005,50.66666666666666
NV,2006,50.79166666666668
NV,2007,51.525
NV,2008,50.41666666666666
NV,2009,50.36666666666667
NV,2010,50.04999999999999
NV,2011,49.56666666666666
NV,2012,52.35833333333333
NV,2013,50.49166666666667
NV,2014,53.03333333333333
NV,2015,52.89166666666666
NV,2016,51.93333333333334
NV,2017,52.21666666666666
NV,2018,52.008333333333326
NV,2019,49.875
NV,2020,52.44166666666666
NV,2021,52.54166666666668
NV,2022,51.61666666666667
NV,2023,49.88333333333333
NH,2001,44.575
NH,2002,44.525000000000006
NH,2003,42.49999999999999
NH,2004,42.98333333333333
NH,2005,44.03333333333333
NH,2006,45.78333333333334
NH,2007,43.1
NH,2008,43.85
NH,2009,42.96666666666667
NH,2010,45.98333333333334
NH,2011,44.93333333333333
NH,2012,46.59166666666667
NH,2013,44.2
NH,2014,43.05
NH,2015,43.616666666666674
NH,2016,45.73333333333333
NH,2017,44.93333333333333
NH,2018,44.45
NH,2019,43.25
NH,2020,45.85
NH,2021,46.06666666666666
NH,2022,45.41666666666666
NH,2023,46.7
NJ,2001,53.64166666666667
NJ,2002,54.30833333333334
NJ,2003,51.84166666666666
NJ,2004,53.01666666666667
NJ,2005,53.45
NJ,2006,54.975
NJ,2007,53.58333333333334
NJ,2008,53.62500000000001
NJ,2009,52.73333333333334
NJ,2010,54.675
NJ,2011,54.85833333333332
NJ,2012,55.86666666666667
NJ,2013,53.208333333333336
NJ,2014,51.94166666666667
NJ,2015,53.866666666666674
NJ,2016,54.95000000000001
NJ,2017,54.59166666666667
NJ,2018,54.17499999999999
NJ,2019,54.275
NJ,2020,55.525000000000006
NJ,2021,55.08333333333334
NJ,2022,54.34166666666666
NJ,2023,55.55833333333333
NM,2001,54.575
NM,2002,54.383333333333326
NM,2003,55.48333333333333
NM,2004,53.54166666666666
NM,2005,54.71666666666666
NM,2006,54.74166666666667
NM,2007,54.21666666666667
NM,2008,53.64166666666667
NM,2009,54.275000000000006
NM,2010,54.16666666666666
NM,2011,54.61666666666665
NM,2012,56.00000000000001
NM,2013,53.675
NM,2014,54.80833333333333
NM,2015,54.94166666666666
NM,2016,55.51666666666666
NM,2017,56.38333333333335
NM,2018,55.50833333333333
NM,2019,54.45000000000001
NM,2020,56.00833333333333
NM,2021,55.43333333333334
NM,2022,54.59166666666668
NM,2023,55.31666666666666
NY,2001,46.93333333333334
NY,2002,46.84166666666666
NY,2003,44.525
NY,2004,45.16666666666666
NY,2005,46.225
NY,2006,47.63333333333333
NY,2007,45.65833333333333
NY,2008,45.775
NY,2009,45.01666666666666
NY,2010,47.25
NY,2011,47.125
NY,2012,48.84166666666667
NY,2013,45.725
NY,2014,44.50833333333333
NY,2015,45.69166666666666
NY,2016,47.650000000000006
NY,2017,46.92500000000001
NY,2018,46.19166666666667
NY,2019,45.24166666666667
NY,2020,47.81666666666666
NY,2021,47.71666666666667
NY,2022,46.55833333333334
NY,2023,48.21666666666667
NC,2001,59.39166666666666
NC,2002,59.975
NC,2003,58.725
NC,2004,59.34166666666667
NC,2005,59.425
NC,2006,59.81666666666667
NC,2007,60.475
NC,2008,59.325
NC,2009,58.88333333333335
NC,2010,59.01666666666667
NC,2011,60.39166666666667
NC,2012,60.71666666666666
NC,2013,58.55833333333333
NC,2014,58.35
NC,2015,60.51666666666667
NC,2016,60.84166666666668
NC,2017,60.99999999999999
NC,2018,60.43333333333333
NC,2019,61.325
NC,2020,60.82500000000001
NC,2021,60.23333333333333
NC,2022,59.92499999999999
NC,2023,60.76666666666667
ND,2001,42.24166666666667
ND,2002,40.99999999999999
ND,2003,40.766666666666666
ND,2004,40.54166666666666
ND,2005,42.4
ND,2006,43.833333333333336
ND,2007,41.766666666666666
ND,2008,39.33333333333333
ND,2009,38.516666666666666
ND,2010,40.87500000000001
ND,2011,40.65833333333334
ND,2012,44.133333333333326
ND,2013,38.79166666666667
ND,2014,38.975
ND,2015,43.375
ND,2016,44.366666666666674
ND,2017,42.00833333333333
ND,2018,39.79166666666667
ND,2019,38.00000000000001
ND,2020,42.25833333333333
ND,2021,43.80000000000001
ND,2022,39.425
ND,2023,42.0
OH,2001,52.366666666666674
OH,2002,52.53333333333333
OH,2003,50.23333333333333
OH,2004,51.34166666666668
OH,2005,51.79166666666666
OH,2006,52.708333333333336
OH,2007,52.26666666666666
OH,2008,50.63333333333333
OH,2009,50.54166666666666
OH,2010,51.7
OH,2011,52.30833333333333
OH,2012,54.01666666666667
OH,2013,50.875
OH,2014,49.191666666666656
OH,2015,51.61666666666667
OH,2016,53.575
OH,2017,53.225
OH,2018,52.19166666666666
OH,2019,52.39166666666667
OH,2020,53.025
OH,2021,53.17499999999999
OH,2022,51.73333333333333
OH,2023,53.53333333333334
OK,2001,60.78333333333334
OK,2002,59.41666666666668
OK,2003,59.86666666666667
OK,2004,60.15
OK,2005,60.84166666666666
OK,2006,62.15833333333333
OK,2007,60.05
OK,2008,59.55000000000001
OK,2009,59.41666666666668
OK,2010,60.29999999999999
OK,2011,61.64166666666666
OK,2012,63.150000000000006
OK,2013,58.83333333333334
OK,2014,58.883333333333326
OK,2015,60.825
OK,2016,62.30833333333333
OK,2017,61.80833333333333
OK,2018,60.2
OK,2019,59.866666666666674
OK,2020,60.70833333333332
OK,2021,60.8
OK,2022,60.94166666666666
OK,2023,61.833333333333336
OR,2001,47.78333333333334
OR,2002,47.708333333333336
OR,2003,49.04166666666666
OR,2004,48.45
OR,2005,47.708333333333336
OR,2006,47.95
OR,2007,47.78333333333334
OR,2008,46.8
OR,2009,47.25833333333333
OR,2010,47.11666666666667
OR,2011,46.275000000000006
OR,2012,48.01666666666667
OR,2013,47.64166666666667
OR,2014,49.62500000000001
OR,2015,50.35833333333333
OR,2016,48.76666666666667
OR,2017,48.03333333333333
OR,2018,48.44166666666666
OR,2019,47.14166666666667
OR,2020,48.825
OR,2021,49.19166666666666
OR,2022,48.30833333333334
OR,2023,48.025
PA,2001,49.93333333333333
PA,2002,50.3
PA,2003,47.975
PA,2004,49.06666666666667
PA,2005,49.49166666666667
PA,2006,50.75833333333333
PA,2007,49.49999999999999
PA,2008,48.85
PA,2009,48.43333333333333
PA,2010,50.083333333333336
PA,2011,50.43333333333333
PA,2012,51.79999999999999
PA,2013,49.008333333333326
PA,2014,47.43333333333334
PA,2015,49.458333333333336
PA,2016,50.93333333333334
PA,2017,50.60833333333334
PA,2018,49.75833333333335
PA,2019,49.866666666666674
PA,2020,51.16666666666668
PA,2021,51.16666666666666
PA,2022,49.64166666666666
PA,2023,51.50833333333335
RI,2001,51.09166666666667
RI,2002,51.175
RI,2003,48.98333333333333
RI,2004,49.32500000000001
RI,2005,50.09166666666667
RI,2006,51.84166666666668
RI,2007,50.28333333333333
RI,2008,50.775
RI,2009,49.774999999999984
RI,2010,51.96666666666666
RI,2011,51.625
RI,2012,52.87500000000001
RI,2013,50.65
RI,2014,49.74166666666665
RI,2015,50.43333333333333
RI,2016,52.20833333333334
RI,2017,51.53333333333334
RI,2018,51.55833333333334
RI,2019,50.62500000000001
RI,2020,52.8
RI,2021,52.49166666666665
RI,2022,52.06666666666666
RI,2023,52.53333333333334
SC,2001,63.29166666666666
SC,2002,63.7
SC,2003,62.35833333333334
SC,2004,63.18333333333334
SC,2005,63.06666666666669
SC,2006,63.61666666666667
SC,2007,64.3
SC,2008,62.94999999999999
SC,2009,62.675
SC,2010,62.56666666666666
SC,2011,64.10000000000001
SC,2012,64.50833333333334
SC,2013,62.32500000000001
SC,2014,62.21666666666666
SC,2015,64.49166666666666
SC,2016,64.85833333333333
SC,2017,65.06666666666665
SC,2018,64.25
SC,2019,65.01666666666667
SC,2020,64.61666666666666
SC,2021,63.725
SC,2022,63.76666666666667
SC,2023,64.29166666666667
SD,2001,46.49166666666667
SD,2002,46.24166666666665
SD,2003,46.05833333333334
SD,2004,46.29166666666666
SD,2005,47.34166666666667
SD,2006,48.14166666666667
SD,2007,46.8
SD,2008,43.84166666666666
SD,2009,43.55833333333333
SD,2010,45.13333333333335
SD,2011,44.775
SD,2012,49.26666666666666
SD,2013,44.04166666666668
SD,2014,43.68333333333334
SD,2015,47.53333333333333
SD,2016,48.35
SD,2017,46.76666666666667
SD,2018,44.133333333333326
SD,2019,42.34166666666668
SD,2020,46.758333333333326
SD,2021,48.025000000000006
SD,2022,45.175
SD,2023,46.725
TN,2001,58.24999999999999
TN,2002,58.725
TN,2003,57.508333333333326
TN,2004,58.49166666666665
TN,2005,58.74999999999999
TN,2006,58.89166666666666
TN,2007,59.94166666666667
TN,2008,57.625
TN,2009,57.583333333333336
TN,2010,57.92500000000001
TN,2011,58.94166666666666
TN,2012,60.33333333333334
TN,2013,57.11666666666667
TN,2014,56.61666666666667
TN,2015,59.03333333333333
TN,2016,60.3
TN,2017,59.96666666666667
TN,2018,59.075
TN,2019,59.83333333333334
TN,2020,59.275
TN,2021,59.025
TN,2022,58.54166666666666
TN,2023,59.95
TX,2001,65.69999999999999
TX,2002,65.02499999999999
TX,2003,65.49999999999999
TX,2004,65.24166666666667
TX,2005,65.96666666666667
TX,2006,67.11666666666666
TX,2007,64.84166666666667
TX,2008,65.53333333333333
TX,2009,65.75833333333333
TX,2010,65.10000000000001
TX,2011,67.34166666666665
TX,2012,67.76666666666667
TX,2013,65.10833333333333
TX,2014,64.85000000000001
TX,2015,65.8
TX,2016,67.14999999999999
TX,2017,67.31666666666666
TX,2018,66.0
TX,2019,65.89166666666668
TX,2020,66.86666666666666
TX,2021,66.14999999999999
TX,2022,66.49999999999999
TX,2023,68.1
UT,2001,49.98333333333332
UT,2002,48.825
UT,2003,50.6
UT,2004,48.70000000000001
UT,2005,49.33333333333334
UT,2006,49.16666666666666
UT,2007,49.89166666666667
UT,2008,48.10833333333333
UT,2009,48.44166666666667
UT,2010,48.31666666666666
UT,2011,47.60833333333333
UT,2012,50.94166666666667
UT,2013,47.75
UT,2014,50.44166666666667
UT,2015,50.73333333333333
UT,2016,50.23333333333334
UT,2017,50.725
UT,2018,50.400000000000006
UT,2019,47.875
UT,2020,50.383333333333326
UT,2021,50.675
UT,2022,49.53333333333333
UT,2023,48.46666666666667
VT,2001,43.78333333333333
VT,2002,43.56666666666666
VT,2003,41.48333333333333
VT,2004,41.84166666666666
VT,2005,43.41666666666666
VT,2006,45.05833333333333
VT,2007,42.175
VT,2008,43.05
VT,2009,42.28333333333333
VT,2010,44.87499999999999
VT,2011,44.3
VT,2012,45.85
VT,2013,43.23333333333333
VT,2014,41.95
VT,2015,42.63333333333333
VT,2016,44.65
VT,2017,43.8
VT,2018,43.21666666666667
VT,2019,41.87500000000001
VT,2020,44.82499999999999
VT,2021,44.95000000000001
VT,2022,44.208333333333336
VT,2023,45.78333333333333
VA,2001,55.84166666666667
VA,2002,56.55833333333334
VA,2003,54.95000000000001
VA,2004,55.88333333333333
VA,2005,55.933333333333344
VA,2006,56.57500000000001
VA,2007,56.80000000000001
VA,2008,55.708333333333336
VA,2009,55.15833333333333
VA,2010,55.925
VA,2011,56.98333333333334
VA,2012,57.54999999999999
VA,2013,55.116666666666674
VA,2014,54.44166666666666
VA,2015,56.53333333333333
VA,2016,57.11666666666667
VA,2017,57.308333333333344
VA,2018,56.56666666666667
VA,2019,57.475
VA,2020,57.42499999999999
VA,2021,57.04999999999999
VA,2022,56.208333333333336
VA,2023,57.475
WA,2001,46.875
WA,2002,46.93333333333334
WA,2003,48.175
WA,2004,48.39166666666667
WA,2005,47.333333333333336
WA,2006,47.50833333333333
WA,2007,46.79166666666666
WA,2008,45.75833333333333
WA,2009,46.36666666666667
WA,2010,47.083333333333336
WA,2011,45.525
WA,2012,47.05833333333334
WA,2013,47.150000000000006
WA,2014,48.375
WA,2015,49.975
WA,2016,48.575
WA,2017,46.81666666666667
WA,2018,48.05
WA,2019,46.525000000000006
WA,2020,48.05833333333334
WA,2021,48.25833333333333
WA,2022,47.09166666666667
WA,2023,48.366666666666674
WV,2001,52.69166666666666
WV,2002,53.23333333333335
WV,2003,51.58333333333332
WV,2004,52.71666666666667
WV,2005,52.75833333333333
WV,2006,53.03333333333333
WV,2007,53.29166666666666
WV,2008,51.79166666666666
WV,2009,51.74166666666667
WV,2010,52.05000000000001
WV,2011,53.50000000000001
WV,2012,54.31666666666667
WV,2013,51.775
WV,2014,50.78333333333333
WV,2015,53.14166666666666
WV,2016,54.14166666666666
WV,2017,54.00833333333333
WV,2018,53.3
WV,2019,54.15833333333334
WV,2020,53.95
WV,2021,53.64166666666666
WV,2022,52.35
WV,2023,53.95833333333334
WI,2001,45.32500000000001
WI,2002,44.58333333333334
WI,2003,43.2
WI,2004,43.51666666666666
WI,2005,45.06666666666666
WI,2006,45.99166666666667
WI,2007,44.74166666666667
WI,2008,41.775
WI,2009,42.38333333333333
WI,2010,45.46666666666667
WI,2011,44.13333333333333
WI,2012,47.39166666666666
WI,2013,41.775
WI,2014,40.225
WI,2015,44.81666666666666
WI,2016,46.19166666666666
WI,2017,44.71666666666666
WI,2018,43.208333333333336
WI,2019,42.141666666666666
WI,2020,44.82500000000001
WI,2021,45.76666666666666
WI,2022,42.85833333333334
WI,2023,46.30833333333334
WY,2001,43.20000000000001
WY,2002,41.375
WY,2003,43.05
WY,2004,42.40833333333334
WY,2005,42.84166666666667
WY,2006,43.16666666666668
WY,2007,43.29166666666666
WY,2008,40.68333333333333
WY,2009,40.925
WY,2010,41.95833333333334
WY,2011,41.05833333333334
WY,2012,44.78333333333333
WY,2013,41.675
WY,2014,42.125
WY,2015,44.15833333333333
WY,2016,43.90833333333333
WY,2017,43.19166666666667
WY,2018,42.40833333333334
WY,2019,40.275
WY,2020,42.78333333333333
WY,2021,43.64166666666667
WY,2022,41.958333333333336
WY,2023,41.766666666666666
AK,2001,66.45833333333333
AK,2002,66.60833333333333
AK,2003,66.86666666666667
AK,2004,67.06666666666666
AK,2005,66.73333333333332
AK,2006,66.44166666666666
AK,2007,66.12500000000001
AK,2008,65.64999999999999
AK,2009,65.96666666666668
AK,2010,66.01666666666667
AK,2011,66.01666666666667
AK,2012,65.76666666666667
AK,2013,66.29166666666664
AK,2014,66.94166666666666
AK,2015,67.26666666666667
AK,2016,66.81666666666668
AK,2017,66.65833333333333
AK,2018,67.05833333333334
AK,2019,67.575
AK,2020,67.275
AK,2021,66.28333333333333
AK,2022,66.93333333333332
AK,2023,66.77499999999999
HI,2001,27.33333333333333
HI,2002,30.08333333333334
HI,2003,29.108333333333334
HI,2004,29.325
HI,2005,29.183333333333334
HI,2006,26.40000000000001
HI,2007,28.08333333333333
HI,2008,25.075000000000003
HI,2009,26.75833333333333
HI,2010,27.425
HI,2011,26.95
HI,2012,24.308333333333334
HI,2013,27.8
HI,2014,30.33333333333334
HI,2015,30.03333333333333
HI,2016,31.883333333333336
HI,2017,29.325000000000003
HI,2018,30.41666666666667
HI,2019,32.19166666666667
HI,2020,27.475000000000005
HI,2021,26.48333333333333
HI,2022,28.625000000000004
HI,2023,28.441666666666663
