period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2006,TX,Texas,ALL,all sectors,342724.213,million kilowatt hours
2006,US,U.S. Total,ALL,all sectors,3669918.84,million kilowatt hours
2006,UT,Utah,ALL,all sectors,26365.716,million kilowatt hours
2006,VA,Virginia,ALL,all sectors,106721.241,million kilowatt hours
2006,VT,Vermont,ALL,all sectors,5795.029,million kilowatt hours
2006,WA,Washington,ALL,all sectors,85033.335,million kilowatt hours
2006,WI,Wisconsin,ALL,all sectors,69820.749,million kilowatt hours
2006,WNC,West North Central,ALL,all sectors,280451.215,million kilowatt hours
2006,WSC,West South Central,ALL,all sectors,521732.899,million kilowatt hours
2006,WV,West Virginia,ALL,all sectors,32312.126,million kilowatt hours
2006,WY,Wyoming,ALL,all sectors,14946.612,million kilowatt hours
2007,AK,Alaska,ALL,all sectors,6326.61,million kilowatt hours
2007,AL,Alabama,ALL,all sectors,91828.464,million kilowatt hours
2007,AR,Arkansas,ALL,all sectors,47054.891,million kilowatt hours
2007,AZ,Arizona,ALL,all sectors,77193.206,million kilowatt hours
2007,CA,California,ALL,all sectors,264234.911,million kilowatt hours
2007,CO,Colorado,ALL,all sectors,51299.156,million kilowatt hours
2007,CT,Connecticut,ALL,all sectors,34129.107,million kilowatt hours
2007,DC,District of Columbia,ALL,all sectors,12110.185,million kilowatt hours
2007,DE,Delaware,ALL,all sectors,11868.81,million kilowatt hours
2007,ENC,East North Central,ALL,all sectors,597844.177,million kilowatt hours
2007,ESC,East South Central,ALL,all sectors,339102.679,million kilowatt hours
2007,FL,Florida,ALL,all sectors,231084.6,million kilowatt hours
2007,GA,Georgia,ALL,all sectors,137453.878,million kilowatt hours
2007,HI,Hawaii,ALL,all sectors,10585.299,million kilowatt hours
2007,IA,Iowa,ALL,all sectors,45269.523,million kilowatt hours
2007,ID,Idaho,ALL,all sectors,23755.186,million kilowatt hours
2007,IL,Illinois,ALL,all sectors,146055.151,million kilowatt hours
2007,IN,Indiana,ALL,all sectors,109420.15,million kilowatt hours
2007,KS,Kansas,ALL,all sectors,40165.977,million kilowatt hours
2007,KY,Kentucky,ALL,all sectors,92404.1,million kilowatt hours
2007,LA,Louisiana,ALL,all sectors,79566.937,million kilowatt hours
2007,MA,Massachusetts,ALL,all sectors,57138.822,million kilowatt hours
2007,MAT,Middle Atlantic,ALL,all sectors,381684.807,million kilowatt hours
2007,MD,Maryland,ALL,all sectors,65390.66,million kilowatt hours
2007,ME,Maine,ALL,all sectors,11860.202,million kilowatt hours
2007,MI,Michigan,ALL,all sectors,109296.749,million kilowatt hours
2007,MN,Minnesota,ALL,all sectors,68231.182,million kilowatt hours
2007,MO,Missouri,ALL,all sectors,85532.85,million kilowatt hours
2007,MS,Mississippi,ALL,all sectors,48153.181,million kilowatt hours
2007,MT,Montana,ALL,all sectors,15531.985,million kilowatt hours
2007,MTN,Mountain,ALL,all sectors,269011.328,million kilowatt hours
2007,NC,North Carolina,ALL,all sectors,131880.754,million kilowatt hours
2007,ND,North Dakota,ALL,all sectors,11905.695,million kilowatt hours
2007,NE,Nebraska,ALL,all sectors,28248.4,million kilowatt hours
2007,NEW,New England,ALL,all sectors,128241.015,million kilowatt hours
2007,NH,New Hampshire,ALL,all sectors,11235.856,million kilowatt hours
2007,NJ,New Jersey,ALL,all sectors,81934.334,million kilowatt hours
2007,NM,New Mexico,ALL,all sectors,22267.394,million kilowatt hours
2007,NV,Nevada,ALL,all sectors,35643.402,million kilowatt hours
2007,NY,New York,ALL,all sectors,148177.523,million kilowatt hours
2007,OH,Ohio,ALL,all sectors,161770.827,million kilowatt hours
2007,OK,Oklahoma,ALL,all sectors,55193.2,million kilowatt hours
2007,OR,Oregon,ALL,all sectors,48696.965,million kilowatt hours
2007,PA,Pennsylvania,ALL,all sectors,151572.95,million kilowatt hours
2007,PACC,Pacific Contiguous,ALL,all sectors,398673.823,million kilowatt hours
2007,PACN,Pacific Noncontiguous,ALL,all sectors,16911.909,million kilowatt hours
2007,RI,Rhode Island,ALL,all sectors,8013.022,million kilowatt hours
2007,SAT,South Atlantic,ALL,all sectors,817490.436,million kilowatt hours
2007,SC,South Carolina,ALL,all sectors,81948.158,million kilowatt hours
2007,SD,South Dakota,ALL,all sectors,10603.301,million kilowatt hours
2007,TN,Tennessee,ALL,all sectors,106716.934,million kilowatt hours
2007,TX,Texas,ALL,all sectors,343828.582,million kilowatt hours
2007,US,U.S. Total,ALL,all sectors,3764560.712,million kilowatt hours
2007,UT,Utah,ALL,all sectors,27785.447,million kilowatt hours
2007,VA,Virginia,ALL,all sectors,111569.552,million kilowatt hours
2007,VT,Vermont,ALL,all sectors,5864.006,million kilowatt hours
2007,WA,Washington,ALL,all sectors,85741.947,million kilowatt hours
2007,WI,Wisconsin,ALL,all sectors,71301.3,million kilowatt hours
2007,WNC,West North Central,ALL,all sectors,289956.928,million kilowatt hours
2007,WSC,West South Central,ALL,all sectors,525643.61,million kilowatt hours
2007,WV,West Virginia,ALL,all sectors,34183.839,million kilowatt hours
2007,WY,Wyoming,ALL,all sectors,15535.552,million kilowatt hours
2008,AK,Alaska,ALL,all sectors,6325.94399,million kilowatt hours
2008,AL,Alabama,ALL,all sectors,89707.27901,million kilowatt hours
2008,AR,Arkansas,ALL,all sectors,46134.68101,million kilowatt hours
2008,AZ,Arizona,ALL,all sectors,76267.91602,million kilowatt hours
2008,CA,California,ALL,all sectors,268155.21898,million kilowatt hours
2008,CO,Colorado,ALL,all sectors,52142.47301,million kilowatt hours
2008,CT,Connecticut,ALL,all sectors,30956.544,million kilowatt hours
2008,DC,District of Columbia,ALL,all sectors,11616.234,million kilowatt hours
2008,DE,Delaware,ALL,all sectors,11748.783,million kilowatt hours
2008,ENC,East North Central,ALL,all sectors,586892.52302,million kilowatt hours
2008,ESC,East South Central,ALL,all sectors,335026.70699,million kilowatt hours
2008,FL,Florida,ALL,all sectors,226172.795,million kilowatt hours
2008,GA,Georgia,ALL,all sectors,135173.514,million kilowatt hours
2008,HI,Hawaii,ALL,all sectors,10390.279,million kilowatt hours
2008,IA,Iowa,ALL,all sectors,45488.06998,million kilowatt hours
2008,ID,Idaho,ALL,all sectors,23901.49001,million kilowatt hours
2008,IL,Illinois,ALL,all sectors,144619.914,million kilowatt hours
2008,IN,Indiana,ALL,all sectors,106980.704,million kilowatt hours
2008,KS,Kansas,ALL,all sectors,39965.06107,million kilowatt hours
2008,KY,Kentucky,ALL,all sectors,93428.41398,million kilowatt hours
2008,LA,Louisiana,ALL,all sectors,78725.77399,million kilowatt hours
2008,MA,Massachusetts,ALL,all sectors,55884.10499,million kilowatt hours
2008,MAT,Middle Atlantic,ALL,all sectors,374973.06801,million kilowatt hours
2008,MD,Maryland,ALL,all sectors,63325.77699,million kilowatt hours
2008,ME,Maine,ALL,all sectors,11673.673,million kilowatt hours
2008,MI,Michigan,ALL,all sectors,105781.27101,million kilowatt hours
2008,MN,Minnesota,ALL,all sectors,68794.13798,million kilowatt hours
2008,MO,Missouri,ALL,all sectors,84381.67599,million kilowatt hours
2008,MS,Mississippi,ALL,all sectors,47721.23501,million kilowatt hours
2008,MT,Montana,ALL,all sectors,15326.39999,million kilowatt hours
2008,MTN,Mountain,ALL,all sectors,269750.64303,million kilowatt hours
2008,NC,North Carolina,ALL,all sectors,130069.25701,million kilowatt hours
2008,ND,North Dakota,ALL,all sectors,12416.07401,million kilowatt hours
2008,NE,Nebraska,ALL,all sectors,28821.02103,million kilowatt hours
2008,NEW,New England,ALL,all sectors,123051.40899,million kilowatt hours
2008,NH,New Hampshire,ALL,all sectors,10977.289,million kilowatt hours
2008,NJ,New Jersey,ALL,all sectors,80519.543,million kilowatt hours
2008,NM,New Mexico,ALL,all sectors,22038.108,million kilowatt hours
2008,NV,Nevada,ALL,all sectors,35192.496,million kilowatt hours
2008,NY,New York,ALL,all sectors,144052.936,million kilowatt hours
2008,OH,Ohio,ALL,all sectors,159388.80701,million kilowatt hours
2008,OK,Oklahoma,ALL,all sectors,56278.86606,million kilowatt hours
2008,OR,Oregon,ALL,all sectors,49187.47698,million kilowatt hours
2008,PA,Pennsylvania,ALL,all sectors,150400.589,million kilowatt hours
2008,PACC,Pacific Contiguous,ALL,all sectors,404675.57997,million kilowatt hours
2008,PACN,Pacific Noncontiguous,ALL,all sectors,16716.22299,million kilowatt hours
2008,RI,Rhode Island,ALL,all sectors,7818.594,million kilowatt hours
2008,SAT,South Atlantic,ALL,all sectors,803084.372,million kilowatt hours
2008,SC,South Carolina,ALL,all sectors,80650.572,million kilowatt hours
2008,SD,South Dakota,ALL,all sectors,10974.086,million kilowatt hours
2008,TN,Tennessee,ALL,all sectors,104169.77899,million kilowatt hours
2008,TX,Texas,ALL,all sectors,347814.64702,million kilowatt hours
2008,US,U.S. Total,ALL,all sectors,3733964.61911,million kilowatt hours
2008,UT,Utah,ALL,all sectors,28191.51101,million kilowatt hours
2008,VA,Virginia,ALL,all sectors,110106.33701,million kilowatt hours
2008,VT,Vermont,ALL,all sectors,5741.204,million kilowatt hours
2008,WA,Washington,ALL,all sectors,87332.884,million kilowatt hours
2008,WI,Wisconsin,ALL,all sectors,70121.82701,million kilowatt hours
2008,WNC,West North Central,ALL,all sectors,290840.12605,million kilowatt hours
2008,WSC,West South Central,ALL,all sectors,528953.96808,million kilowatt hours
2008,WV,West Virginia,ALL,all sectors,34221.103,million kilowatt hours
2008,WY,Wyoming,ALL,all sectors,16690.24899,million kilowatt hours
2009,AK,Alaska,ALL,all sectors,6270.17098,million kilowatt hours
2009,AL,Alabama,ALL,all sectors,82844.60198,million kilowatt hours
2009,AR,Arkansas,ALL,all sectors,43173.10399,million kilowatt hours
2009,AZ,Arizona,ALL,all sectors,73432.92901,million kilowatt hours
2009,CA,California,ALL,all sectors,259583.67598,million kilowatt hours
2009,CO,Colorado,ALL,all sectors,51035.906,million kilowatt hours
2009,CT,Connecticut,ALL,all sectors,29715.764,million kilowatt hours
2009,DC,District of Columbia,ALL,all sectors,11434.375,million kilowatt hours
2009,DE,Delaware,ALL,all sectors,11257.778,million kilowatt hours
2009,ENC,East North Central,ALL,all sectors,546707.52501,million kilowatt hours
2009,ESC,East South Central,ALL,all sectors,312700.35698,million kilowatt hours
2009,FL,Florida,ALL,all sectors,224750.322,million kilowatt hours
2009,GA,Georgia,ALL,all sectors,130765.50499,million kilowatt hours
2009,HI,Hawaii,ALL,all sectors,10126.185,million kilowatt hours
2009,IA,Iowa,ALL,all sectors,43641.19499,million kilowatt hours
2009,ID,Idaho,ALL,all sectors,22753.779,million kilowatt hours
2009,IL,Illinois,ALL,all sectors,136688.466,million kilowatt hours
2009,IN,Indiana,ALL,all sectors,99311.81302,million kilowatt hours
2009,KS,Kansas,ALL,all sectors,38243.34399,million kilowatt hours
2009,KY,Kentucky,ALL,all sectors,88896.75699,million kilowatt hours
2009,LA,Louisiana,ALL,all sectors,78669.582,million kilowatt hours
2009,MA,Massachusetts,ALL,all sectors,54359.198,million kilowatt hours
2009,MAT,Middle Atlantic,ALL,all sectors,359561.68799,million kilowatt hours
2009,MD,Maryland,ALL,all sectors,62589.143,million kilowatt hours
2009,ME,Maine,ALL,all sectors,11282.967,million kilowatt hours
2009,MI,Michigan,ALL,all sectors,98121.014,million kilowatt hours
2009,MN,Minnesota,ALL,all sectors,64004.463,million kilowatt hours
2009,MO,Missouri,ALL,all sectors,79897.30002,million kilowatt hours
2009,MS,Mississippi,ALL,all sectors,46049.154,million kilowatt hours
2009,MT,Montana,ALL,all sectors,14353.775,million kilowatt hours
2009,MTN,Mountain,ALL,all sectors,261655.816,million kilowatt hours
2009,NC,North Carolina,ALL,all sectors,127657.97902,million kilowatt hours
2009,ND,North Dakota,ALL,all sectors,12648.57999,million kilowatt hours
2009,NE,Nebraska,ALL,all sectors,28452.194,million kilowatt hours
2009,NEW,New England,ALL,all sectors,119170.564,million kilowatt hours
2009,NH,New Hampshire,ALL,all sectors,10698.493,million kilowatt hours
2009,NJ,New Jersey,ALL,all sectors,75779.853,million kilowatt hours
2009,NM,New Mexico,ALL,all sectors,21647.13601,million kilowatt hours
2009,NV,Nevada,ALL,all sectors,34283.65399,million kilowatt hours
2009,NY,New York,ALL,all sectors,140034.397,million kilowatt hours
2009,OH,Ohio,ALL,all sectors,146299.79301,million kilowatt hours
2009,OK,Oklahoma,ALL,all sectors,54544.58,million kilowatt hours
2009,OR,Oregon,ALL,all sectors,47566.89702,million kilowatt hours
2009,PA,Pennsylvania,ALL,all sectors,143747.43799,million kilowatt hours
2009,PACC,Pacific Contiguous,ALL,all sectors,397360.57499,million kilowatt hours
2009,PACN,Pacific Noncontiguous,ALL,all sectors,16396.35598,million kilowatt hours
2009,RI,Rhode Island,ALL,all sectors,7617.629,million kilowatt hours
2009,SAT,South Atlantic,ALL,all sectors,783606.373,million kilowatt hours
2009,SC,South Carolina,ALL,all sectors,76417.47899,million kilowatt hours
2009,SD,South Dakota,ALL,all sectors,11010.118,million kilowatt hours
2009,TN,Tennessee,ALL,all sectors,94909.84401,million kilowatt hours
2009,TX,Texas,ALL,all sectors,345351.41997,million kilowatt hours
2009,US,U.S. Total,ALL,all sectors,3596795.13389,million kilowatt hours
2009,UT,Utah,ALL,all sectors,27586.69999,million kilowatt hours
2009,VA,Virginia,ALL,all sectors,108462.463,million kilowatt hours
2009,VT,Vermont,ALL,all sectors,5496.513,million kilowatt hours
2009,WA,Washington,ALL,all sectors,90210.00198,million kilowatt hours
2009,WI,Wisconsin,ALL,all sectors,66286.43898,million kilowatt hours
2009,WNC,West North Central,ALL,all sectors,277897.19399,million kilowatt hours
2009,WSC,West South Central,ALL,all sectors,521738.68596,million kilowatt hours
2009,WV,West Virginia,ALL,all sectors,30271.329,million kilowatt hours
2009,WY,Wyoming,ALL,all sectors,16561.93701,million kilowatt hours
2010,AK,Alaska,ALL,all sectors,6247.03802,million kilowatt hours
2010,AL,Alabama,ALL,all sectors,90862.645,million kilowatt hours
2010,AR,Arkansas,ALL,all sectors,48194.285,million kilowatt hours
2010,AZ,Arizona,ALL,all sectors,72833.03,million kilowatt hours
2010,CA,California,ALL,all sectors,258530.892,million kilowatt hours
2010,CO,Colorado,ALL,all sectors,52917.786,million kilowatt hours
2010,CT,Connecticut,ALL,all sectors,30391.766,million kilowatt hours
2010,DC,District of Columbia,ALL,all sectors,11876.995,million kilowatt hours
2010,DE,Delaware,ALL,all sectors,11605.932,million kilowatt hours
2010,ENC,East North Central,ALL,all sectors,577302.10399,million kilowatt hours
2010,ESC,East South Central,ALL,all sectors,337640.774,million kilowatt hours
2010,FL,Florida,ALL,all sectors,231209.61399,million kilowatt hours
2010,GA,Georgia,ALL,all sectors,140671.57999,million kilowatt hours
2010,HI,Hawaii,ALL,all sectors,10016.509,million kilowatt hours
2010,IA,Iowa,ALL,all sectors,45445.26901,million kilowatt hours
2010,ID,Idaho,ALL,all sectors,22797.66803,million kilowatt hours
2010,IL,Illinois,ALL,all sectors,144760.674,million kilowatt hours
2010,IN,Indiana,ALL,all sectors,105994.37597,million kilowatt hours
2010,KS,Kansas,ALL,all sectors,40420.675,million kilowatt hours
2010,KY,Kentucky,ALL,all sectors,93569.42598,million kilowatt hours
2010,LA,Louisiana,ALL,all sectors,85079.69198,million kilowatt hours
2010,MA,Massachusetts,ALL,all sectors,57123.422,million kilowatt hours
2010,MAT,Middle Atlantic,ALL,all sectors,372766.96803,million kilowatt hours
2010,MD,Maryland,ALL,all sectors,65335.498,million kilowatt hours
2010,ME,Maine,ALL,all sectors,11531.568,million kilowatt hours
2010,MI,Michigan,ALL,all sectors,103649.21904,million kilowatt hours
2010,MN,Minnesota,ALL,all sectors,67799.70606,million kilowatt hours
2010,MO,Missouri,ALL,all sectors,86085.11697,million kilowatt hours
2010,MS,Mississippi,ALL,all sectors,49687.166,million kilowatt hours
2010,MT,Montana,ALL,all sectors,13771.45301,million kilowatt hours
2010,MTN,Mountain,ALL,all sectors,263678.33504,million kilowatt hours
2010,NC,North Carolina,ALL,all sectors,136414.94702,million kilowatt hours
2010,ND,North Dakota,ALL,all sectors,12956.26301,million kilowatt hours
2010,NE,Nebraska,ALL,all sectors,29849.46004,million kilowatt hours
2010,NEW,New England,ALL,all sectors,123330.89001,million kilowatt hours
2010,NH,New Hampshire,ALL,all sectors,10890.074,million kilowatt hours
2010,NJ,New Jersey,ALL,all sectors,79179.42701,million kilowatt hours
2010,NM,New Mexico,ALL,all sectors,22428.34401,million kilowatt hours
2010,NV,Nevada,ALL,all sectors,33772.595,million kilowatt hours
2010,NY,New York,ALL,all sectors,144623.57302,million kilowatt hours
2010,OH,Ohio,ALL,all sectors,154145.41794,million kilowatt hours
2010,OK,Oklahoma,ALL,all sectors,57845.98002,million kilowatt hours
2010,OR,Oregon,ALL,all sectors,46025.94503,million kilowatt hours
2010,PA,Pennsylvania,ALL,all sectors,148963.968,million kilowatt hours
2010,PACC,Pacific Contiguous,ALL,all sectors,394936.80705,million kilowatt hours
2010,PACN,Pacific Noncontiguous,ALL,all sectors,16263.54703,million kilowatt hours
2010,RI,Rhode Island,ALL,all sectors,7799.227,million kilowatt hours
2010,SAT,South Atlantic,ALL,all sectors,825431.79698,million kilowatt hours
2010,SC,South Carolina,ALL,all sectors,82479.29299,million kilowatt hours
2010,SD,South Dakota,ALL,all sectors,11356.14901,million kilowatt hours
2010,TN,Tennessee,ALL,all sectors,103521.53701,million kilowatt hours
2010,TX,Texas,ALL,all sectors,358457.54999,million kilowatt hours
2010,US,U.S. Total,ALL,all sectors,3754841.36823,million kilowatt hours
2010,UT,Utah,ALL,all sectors,28044.00099,million kilowatt hours
2010,VA,Virginia,ALL,all sectors,113806.135,million kilowatt hours
2010,VT,Vermont,ALL,all sectors,5594.83302,million kilowatt hours
2010,WA,Washington,ALL,all sectors,90379.97002,million kilowatt hours
2010,WI,Wisconsin,ALL,all sectors,68752.41704,million kilowatt hours
2010,WNC,West North Central,ALL,all sectors,293912.6391,million kilowatt hours
2010,WSC,West South Central,ALL,all sectors,549577.507,million kilowatt hours
2010,WV,West Virginia,ALL,all sectors,32031.803,million kilowatt hours
2010,WY,Wyoming,ALL,all sectors,17113.45801,million kilowatt hours
2011,AK,Alaska,ALL,all sectors,6319.53995,million kilowatt hours
2011,AL,Alabama,ALL,all sectors,88995.36899,million kilowatt hours
2011,AR,Arkansas,ALL,all sectors,47927.829,million kilowatt hours
2011,AZ,Arizona,ALL,all sectors,74943.645,million kilowatt hours
2011,CA,California,ALL,all sectors,261941.70001,million kilowatt hours
2011,CO,Colorado,ALL,all sectors,53458.28502,million kilowatt hours
2011,CT,Connecticut,ALL,all sectors,29858.993,million kilowatt hours
2011,DC,District of Columbia,ALL,all sectors,11562.055,million kilowatt hours
2011,DE,Delaware,ALL,all sectors,11483.29599,million kilowatt hours
2011,ENC,East North Central,ALL,all sectors,577115.19603,million kilowatt hours
2011,ESC,East South Central,ALL,all sectors,328604.59599,million kilowatt hours
2011,FL,Florida,ALL,all sectors,225090.42199,million kilowatt hours
2011,GA,Georgia,ALL,all sectors,136371.149,million kilowatt hours
2011,HI,Hawaii,ALL,all sectors,9961.653,million kilowatt hours
2011,IA,Iowa,ALL,all sectors,45654.87701,million kilowatt hours
2011,ID,Idaho,ALL,all sectors,23271.724,million kilowatt hours
2011,IL,Illinois,ALL,all sectors,142885.56702,million kilowatt hours
2011,IN,Indiana,ALL,all sectors,105818.13897,million kilowatt hours
2011,KS,Kansas,ALL,all sectors,40760.39897,million kilowatt hours
2011,KY,Kentucky,ALL,all sectors,89538.341,million kilowatt hours
2011,LA,Louisiana,ALL,all sectors,86369.08101,million kilowatt hours
2011,MA,Massachusetts,ALL,all sectors,55569.912,million kilowatt hours
2011,MAT,Middle Atlantic,ALL,all sectors,369663.60904,million kilowatt hours
2011,MD,Maryland,ALL,all sectors,63599.711,million kilowatt hours
2011,ME,Maine,ALL,all sectors,11415.345,million kilowatt hours
2011,MI,Michigan,ALL,all sectors,105053.558,million kilowatt hours
2011,MN,Minnesota,ALL,all sectors,68532.708,million kilowatt hours
2011,MO,Missouri,ALL,all sectors,84254.84101,million kilowatt hours
2011,MS,Mississippi,ALL,all sectors,49337.557,million kilowatt hours
2011,MT,Montana,ALL,all sectors,13788.081,million kilowatt hours
2011,MTN,Mountain,ALL,all sectors,268696.58704,million kilowatt hours
2011,NC,North Carolina,ALL,all sectors,131084.93302,million kilowatt hours
2011,ND,North Dakota,ALL,all sectors,13737.01599,million kilowatt hours
2011,NE,Nebraska,ALL,all sectors,29676.08402,million kilowatt hours
2011,NEW,New England,ALL,all sectors,120995.46099,million kilowatt hours
2011,NH,New Hampshire,ALL,all sectors,10868.60699,million kilowatt hours
2011,NJ,New Jersey,ALL,all sectors,76859.76201,million kilowatt hours
2011,NM,New Mexico,ALL,all sectors,23041.66501,million kilowatt hours
2011,NV,Nevada,ALL,all sectors,33916.479,million kilowatt hours
2011,NY,New York,ALL,all sectors,144046.60902,million kilowatt hours
2011,OH,Ohio,ALL,all sectors,154746.31002,million kilowatt hours
2011,OK,Oklahoma,ALL,all sectors,59846.79402,million kilowatt hours
2011,OR,Oregon,ALL,all sectors,47171.44599,million kilowatt hours
2011,PA,Pennsylvania,ALL,all sectors,148757.23801,million kilowatt hours
2011,PACC,Pacific Contiguous,ALL,all sectors,402838.06299,million kilowatt hours
2011,PACN,Pacific Noncontiguous,ALL,all sectors,16281.19295,million kilowatt hours
2011,RI,Rhode Island,ALL,all sectors,7732.42,million kilowatt hours
2011,SAT,South Atlantic,ALL,all sectors,801147.12998,million kilowatt hours
2011,SC,South Carolina,ALL,all sectors,80488.54601,million kilowatt hours
2011,SD,South Dakota,ALL,all sectors,11679.60002,million kilowatt hours
2011,TN,Tennessee,ALL,all sectors,100733.329,million kilowatt hours
2011,TX,Texas,ALL,all sectors,376065.11599,million kilowatt hours
2011,US,U.S. Total,ALL,all sectors,3749846.18003,million kilowatt hours
2011,UT,Utah,ALL,all sectors,28858.94601,million kilowatt hours
2011,VA,Virginia,ALL,all sectors,110228.26499,million kilowatt hours
2011,VT,Vermont,ALL,all sectors,5550.184,million kilowatt hours
2011,WA,Washington,ALL,all sectors,93724.917,million kilowatt hours
2011,WI,Wisconsin,ALL,all sectors,68611.62202,million kilowatt hours
2011,WNC,West North Central,ALL,all sectors,294295.52501,million kilowatt hours
2011,WSC,West South Central,ALL,all sectors,570208.82002,million kilowatt hours
2011,WV,West Virginia,ALL,all sectors,31238.753,million kilowatt hours
2011,WY,Wyoming,ALL,all sectors,17417.76201,million kilowatt hours
2012,AK,Alaska,ALL,all sectors,6416.41098,million kilowatt hours
2012,AL,Alabama,ALL,all sectors,86182.54801,million kilowatt hours
2012,AR,Arkansas,ALL,all sectors,46859.56698,million kilowatt hours
2012,AZ,Arizona,ALL,all sectors,75063.343,million kilowatt hours
2012,CA,California,ALL,all sectors,259538.03802,million kilowatt hours
2012,CO,Colorado,ALL,all sectors,53685.29703,million kilowatt hours
2012,CT,Connecticut,ALL,all sectors,29492.33801,million kilowatt hours
2012,DC,District of Columbia,ALL,all sectors,11258.845,million kilowatt hours
2012,DE,Delaware,ALL,all sectors,11519.33101,million kilowatt hours
2012,ENC,East North Central,ALL,all sectors,574808.57391,million kilowatt hours
2012,ESC,East South Central,ALL,all sectors,320000.18496,million kilowatt hours
2012,FL,Florida,ALL,all sectors,220674.33302,million kilowatt hours
2012,GA,Georgia,ALL,all sectors,130978.87202,million kilowatt hours
2012,HI,Hawaii,ALL,all sectors,9639.157,million kilowatt hours
2012,IA,Iowa,ALL,all sectors,45709.09996,million kilowatt hours
2012,ID,Idaho,ALL,all sectors,23711.859,million kilowatt hours
2012,IL,Illinois,ALL,all sectors,143540.004,million kilowatt hours
2012,IN,Indiana,ALL,all sectors,105173.42503,million kilowatt hours
2012,KS,Kansas,ALL,all sectors,40293.47599,million kilowatt hours
2012,KY,Kentucky,ALL,all sectors,89048.48998,million kilowatt hours
2012,LA,Louisiana,ALL,all sectors,84730.743,million kilowatt hours
2012,MA,Massachusetts,ALL,all sectors,55313.32401,million kilowatt hours
2012,MAT,Middle Atlantic,ALL,all sectors,362925.309,million kilowatt hours
2012,MD,Maryland,ALL,all sectors,61813.55201,million kilowatt hours
2012,ME,Maine,ALL,all sectors,11561.059,million kilowatt hours
2012,MI,Michigan,ALL,all sectors,104818.19095,million kilowatt hours
2012,MN,Minnesota,ALL,all sectors,67988.53489,million kilowatt hours
2012,MO,Missouri,ALL,all sectors,82435.35898,million kilowatt hours
2012,MS,Mississippi,ALL,all sectors,48387.675,million kilowatt hours
2012,MT,Montana,ALL,all sectors,13863.38298,million kilowatt hours
2012,MTN,Mountain,ALL,all sectors,271377.08999,million kilowatt hours
2012,NC,North Carolina,ALL,all sectors,128084.893,million kilowatt hours
2012,ND,North Dakota,ALL,all sectors,14716.95598,million kilowatt hours
2012,NE,Nebraska,ALL,all sectors,30827.93898,million kilowatt hours
2012,NEW,New England,ALL,all sectors,120456.08001,million kilowatt hours
