period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2012,NH,New Hampshire,ALL,all sectors,10870.261,million kilowatt hours
2012,NJ,New Jersey,ALL,all sectors,75052.91399,million kilowatt hours
2012,NM,New Mexico,ALL,all sectors,23178.568,million kilowatt hours
2012,NV,Nevada,ALL,all sectors,35179.91801,million kilowatt hours
2012,NY,New York,ALL,all sectors,143162.66801,million kilowatt hours
2012,OH,Ohio,ALL,all sectors,152456.86402,million kilowatt hours
2012,OK,Oklahoma,ALL,all sectors,59340.62402,million kilowatt hours
2012,OR,Oregon,ALL,all sectors,46688.85597,million kilowatt hours
2012,PA,Pennsylvania,ALL,all sectors,144709.72701,million kilowatt hours
2012,PACC,Pacific Contiguous,ALL,all sectors,398563.33495,million kilowatt hours
2012,PACN,Pacific Noncontiguous,ALL,all sectors,16055.56798,million kilowatt hours
2012,RI,Rhode Island,ALL,all sectors,7708.334,million kilowatt hours
2012,SAT,South Atlantic,ALL,all sectors,780723.00504,million kilowatt hours
2012,SC,South Carolina,ALL,all sectors,77780.953,million kilowatt hours
2012,SD,South Dakota,ALL,all sectors,11734.20999,million kilowatt hours
2012,TN,Tennessee,ALL,all sectors,96381.47197,million kilowatt hours
2012,TX,Texas,ALL,all sectors,365104.13099,million kilowatt hours
2012,US,U.S. Total,ALL,all sectors,3694649.78562,million kilowatt hours
2012,UT,Utah,ALL,all sectors,29723.368,million kilowatt hours
2012,VA,Virginia,ALL,all sectors,107794.98501,million kilowatt hours
2012,VT,Vermont,ALL,all sectors,5510.764,million kilowatt hours
2012,WA,Washington,ALL,all sectors,92336.44097,million kilowatt hours
2012,WI,Wisconsin,ALL,all sectors,68820.08991,million kilowatt hours
2012,WNC,West North Central,ALL,all sectors,293705.57479,million kilowatt hours
2012,WSC,West South Central,ALL,all sectors,556035.06499,million kilowatt hours
2012,WV,West Virginia,ALL,all sectors,30817.24099,million kilowatt hours
2012,WY,Wyoming,ALL,all sectors,16971.35399,million kilowatt hours
2013,AK,Alaska,ALL,all sectors,6268.212,million kilowatt hours
2013,AL,Alabama,ALL,all sectors,87852.10702,million kilowatt hours
2013,AR,Arkansas,ALL,all sectors,46683.034,million kilowatt hours
2013,AZ,Arizona,ALL,all sectors,75662.03702,million kilowatt hours
2013,CA,California,ALL,all sectors,261332.45899,million kilowatt hours
2013,CO,Colorado,ALL,all sectors,53441.64901,million kilowatt hours
2013,CT,Connecticut,ALL,all sectors,29824.516,million kilowatt hours
2013,DC,District of Columbia,ALL,all sectors,11085.519,million kilowatt hours
2013,DE,Delaware,ALL,all sectors,11347.856,million kilowatt hours
2013,ENC,East North Central,ALL,all sectors,569761.64298,million kilowatt hours
2013,ESC,East South Central,ALL,all sectors,318341.95201,million kilowatt hours
2013,FL,Florida,ALL,all sectors,221919.51398,million kilowatt hours
2013,GA,Georgia,ALL,all sectors,130497.47001,million kilowatt hours
2013,HI,Hawaii,ALL,all sectors,9503.164,million kilowatt hours
2013,IA,Iowa,ALL,all sectors,46705.21594,million kilowatt hours
2013,ID,Idaho,ALL,all sectors,24208.056,million kilowatt hours
2013,IL,Illinois,ALL,all sectors,141804.88801,million kilowatt hours
2013,IN,Indiana,ALL,all sectors,105487.38895,million kilowatt hours
2013,KS,Kansas,ALL,all sectors,39847.39707,million kilowatt hours
2013,KY,Kentucky,ALL,all sectors,84763.84199,million kilowatt hours
2013,LA,Louisiana,ALL,all sectors,85807.932,million kilowatt hours
2013,MA,Massachusetts,ALL,all sectors,55265.07402,million kilowatt hours
2013,MAT,Middle Atlantic,ALL,all sectors,368791.28898,million kilowatt hours
2013,MD,Maryland,ALL,all sectors,61899.478,million kilowatt hours
2013,ME,Maine,ALL,all sectors,11855.047,million kilowatt hours
2013,MI,Michigan,ALL,all sectors,103038.30501,million kilowatt hours
2013,MN,Minnesota,ALL,all sectors,68644.10298,million kilowatt hours
2013,MO,Missouri,ALL,all sectors,83406.95701,million kilowatt hours
2013,MS,Mississippi,ALL,all sectors,48781.99,million kilowatt hours
2013,MT,Montana,ALL,all sectors,14045.17398,million kilowatt hours
2013,MTN,Mountain,ALL,all sectors,273160.70505,million kilowatt hours
2013,NC,North Carolina,ALL,all sectors,129779.90503,million kilowatt hours
2013,ND,North Dakota,ALL,all sectors,16032.96699,million kilowatt hours
2013,NE,Nebraska,ALL,all sectors,30700.605,million kilowatt hours
2013,NEW,New England,ALL,all sectors,121356.74701,million kilowatt hours
2013,NH,New Hampshire,ALL,all sectors,11043.27599,million kilowatt hours
2013,NJ,New Jersey,ALL,all sectors,74642.399,million kilowatt hours
2013,NM,New Mexico,ALL,all sectors,23065.026,million kilowatt hours
2013,NV,Nevada,ALL,all sectors,35211.21501,million kilowatt hours
2013,NY,New York,ALL,all sectors,147895.127,million kilowatt hours
2013,OH,Ohio,ALL,all sectors,150307.01803,million kilowatt hours
2013,OK,Oklahoma,ALL,all sectors,59929.17199,million kilowatt hours
2013,OR,Oregon,ALL,all sectors,47640.97802,million kilowatt hours
2013,PA,Pennsylvania,ALL,all sectors,146253.76298,million kilowatt hours
2013,PACC,Pacific Contiguous,ALL,all sectors,401856.15998,million kilowatt hours
2013,PACN,Pacific Noncontiguous,ALL,all sectors,15771.376,million kilowatt hours
2013,RI,Rhode Island,ALL,all sectors,7781.122,million kilowatt hours
2013,SAT,South Atlantic,ALL,all sectors,787043.51302,million kilowatt hours
2013,SC,South Carolina,ALL,all sectors,78602.094,million kilowatt hours
2013,SD,South Dakota,ALL,all sectors,12209.79897,million kilowatt hours
2013,TN,Tennessee,ALL,all sectors,96944.013,million kilowatt hours
2013,TX,Texas,ALL,all sectors,378817.25403,million kilowatt hours
2013,US,U.S. Total,ALL,all sectors,3724867.82101,million kilowatt hours
2013,UT,Utah,ALL,all sectors,30474.03402,million kilowatt hours
2013,VA,Virginia,ALL,all sectors,110511.82701,million kilowatt hours
2013,VT,Vermont,ALL,all sectors,5587.712,million kilowatt hours
2013,WA,Washington,ALL,all sectors,92882.72298,million kilowatt hours
2013,WI,Wisconsin,ALL,all sectors,69124.04299,million kilowatt hours
2013,WNC,West North Central,ALL,all sectors,297547.04397,million kilowatt hours
2013,WSC,West South Central,ALL,all sectors,571237.39202,million kilowatt hours
2013,WV,West Virginia,ALL,all sectors,31399.85,million kilowatt hours
2013,WY,Wyoming,ALL,all sectors,17053.514,million kilowatt hours
2014,AK,Alaska,ALL,all sectors,6164.812,million kilowatt hours
2014,AL,Alabama,ALL,all sectors,90493.72702,million kilowatt hours
2014,AR,Arkansas,ALL,all sectors,47080.30101,million kilowatt hours
2014,AZ,Arizona,ALL,all sectors,76297.68499,million kilowatt hours
2014,CA,California,ALL,all sectors,262584.78602,million kilowatt hours
2014,CO,Colorado,ALL,all sectors,53396.52101,million kilowatt hours
2014,CT,Connecticut,ALL,all sectors,29354.46,million kilowatt hours
2014,DC,District of Columbia,ALL,all sectors,11193.589,million kilowatt hours
2014,DE,Delaware,ALL,all sectors,11338.47699,million kilowatt hours
2014,ENC,East North Central,ALL,all sectors,571971.35707,million kilowatt hours
2014,ESC,East South Central,ALL,all sectors,318960.51197,million kilowatt hours
2014,FL,Florida,ALL,all sectors,226078.111,million kilowatt hours
2014,GA,Georgia,ALL,all sectors,135789.932,million kilowatt hours
2014,HI,Hawaii,ALL,all sectors,9475.452,million kilowatt hours
2014,IA,Iowa,ALL,all sectors,47201.85298,million kilowatt hours
2014,ID,Idaho,ALL,all sectors,23233.28401,million kilowatt hours
2014,IL,Illinois,ALL,all sectors,141540.28703,million kilowatt hours
2014,IN,Indiana,ALL,all sectors,106942.50403,million kilowatt hours
2014,KS,Kansas,ALL,all sectors,40561.606,million kilowatt hours
2014,KY,Kentucky,ALL,all sectors,78838.92398,million kilowatt hours
2014,LA,Louisiana,ALL,all sectors,90628.31601,million kilowatt hours
2014,MA,Massachusetts,ALL,all sectors,54469.292,million kilowatt hours
2014,MAT,Middle Atlantic,ALL,all sectors,367925.689,million kilowatt hours
2014,MD,Maryland,ALL,all sectors,61683.86901,million kilowatt hours
2014,ME,Maine,ALL,all sectors,12002.66101,million kilowatt hours
2014,MI,Michigan,ALL,all sectors,103314.09801,million kilowatt hours
2014,MN,Minnesota,ALL,all sectors,68719.36702,million kilowatt hours
2014,MO,Missouri,ALL,all sectors,83878.39692,million kilowatt hours
2014,MS,Mississippi,ALL,all sectors,49408.63098,million kilowatt hours
2014,MT,Montana,ALL,all sectors,14102.39199,million kilowatt hours
2014,MTN,Mountain,ALL,all sectors,272397.80404,million kilowatt hours
2014,NC,North Carolina,ALL,all sectors,133132.77596,million kilowatt hours
2014,ND,North Dakota,ALL,all sectors,18239.73201,million kilowatt hours
2014,NE,Nebraska,ALL,all sectors,30222.16801,million kilowatt hours
2014,NEW,New England,ALL,all sectors,119983.45899,million kilowatt hours
2014,NH,New Hampshire,ALL,all sectors,10944.081,million kilowatt hours
2014,NJ,New Jersey,ALL,all sectors,73866.07801,million kilowatt hours
2014,NM,New Mexico,ALL,all sectors,23115.222,million kilowatt hours
2014,NV,Nevada,ALL,all sectors,35075.60601,million kilowatt hours
2014,NY,New York,ALL,all sectors,147371.91299,million kilowatt hours
2014,OH,Ohio,ALL,all sectors,150679.71301,million kilowatt hours
2014,OK,Oklahoma,ALL,all sectors,61573.37402,million kilowatt hours
2014,OR,Oregon,ALL,all sectors,47334.95301,million kilowatt hours
2014,PA,Pennsylvania,ALL,all sectors,146687.698,million kilowatt hours
2014,PACC,Pacific Contiguous,ALL,all sectors,402060.51602,million kilowatt hours
2014,PACN,Pacific Noncontiguous,ALL,all sectors,15640.264,million kilowatt hours
2014,RI,Rhode Island,ALL,all sectors,7643.104,million kilowatt hours
2014,SAT,South Atlantic,ALL,all sectors,805631.00593,million kilowatt hours
2014,SC,South Carolina,ALL,all sectors,81619.765,million kilowatt hours
2014,SD,South Dakota,ALL,all sectors,12354.726,million kilowatt hours
2014,TN,Tennessee,ALL,all sectors,100219.23,million kilowatt hours
2014,TX,Texas,ALL,all sectors,389669.82,million kilowatt hours
2014,US,U.S. Total,ALL,all sectors,3764700.267,million kilowatt hours
2014,UT,Utah,ALL,all sectors,30043.01902,million kilowatt hours
2014,VA,Virginia,ALL,all sectors,112098.38099,million kilowatt hours
2014,VT,Vermont,ALL,all sectors,5569.86099,million kilowatt hours
2014,WA,Washington,ALL,all sectors,92140.77699,million kilowatt hours
2014,WI,Wisconsin,ALL,all sectors,69494.75499,million kilowatt hours
2014,WNC,West North Central,ALL,all sectors,301177.84894,million kilowatt hours
2014,WSC,West South Central,ALL,all sectors,588951.81104,million kilowatt hours
2014,WV,West Virginia,ALL,all sectors,32696.106,million kilowatt hours
2014,WY,Wyoming,ALL,all sectors,17134.07502,million kilowatt hours
2015,AK,Alaska,ALL,all sectors,6159.204,million kilowatt hours
2015,AL,Alabama,ALL,all sectors,88845.543,million kilowatt hours
2015,AR,Arkansas,ALL,all sectors,46465.15402,million kilowatt hours
2015,AZ,Arizona,ALL,all sectors,77349.41596,million kilowatt hours
2015,CA,California,ALL,all sectors,261170.43699,million kilowatt hours
2015,CO,Colorado,ALL,all sectors,54116.04599,million kilowatt hours
2015,CT,Connecticut,ALL,all sectors,29476.15501,million kilowatt hours
2015,DC,District of Columbia,ALL,all sectors,11291.23301,million kilowatt hours
2015,DE,Delaware,ALL,all sectors,11498.205,million kilowatt hours
2015,ENC,East North Central,ALL,all sectors,563526.56484,million kilowatt hours
2015,ESC,East South Central,ALL,all sectors,313207.80997,million kilowatt hours
2015,FL,Florida,ALL,all sectors,235599.39798,million kilowatt hours
2015,GA,Georgia,ALL,all sectors,135878.215,million kilowatt hours
2015,HI,Hawaii,ALL,all sectors,9511.352,million kilowatt hours
2015,IA,Iowa,ALL,all sectors,47147.29285,million kilowatt hours
2015,ID,Idaho,ALL,all sectors,23058.81399,million kilowatt hours
2015,IL,Illinois,ALL,all sectors,138619.97,million kilowatt hours
2015,IN,Indiana,ALL,all sectors,104514.51798,million kilowatt hours
2015,KS,Kansas,ALL,all sectors,39849.127,million kilowatt hours
2015,KY,Kentucky,ALL,all sectors,76038.62998,million kilowatt hours
2015,LA,Louisiana,ALL,all sectors,91676.48901,million kilowatt hours
2015,MA,Massachusetts,ALL,all sectors,54621.08801,million kilowatt hours
2015,MAT,Middle Atlantic,ALL,all sectors,370747.30605,million kilowatt hours
2015,MD,Maryland,ALL,all sectors,61781.71901,million kilowatt hours
2015,ME,Maine,ALL,all sectors,11888.168,million kilowatt hours
2015,MI,Michigan,ALL,all sectors,102479.92097,million kilowatt hours
2015,MN,Minnesota,ALL,all sectors,66579.23387,million kilowatt hours
2015,MO,Missouri,ALL,all sectors,81504.081,million kilowatt hours
2015,MS,Mississippi,ALL,all sectors,48691.52902,million kilowatt hours
2015,MT,Montana,ALL,all sectors,14206.911,million kilowatt hours
2015,MTN,Mountain,ALL,all sectors,274961.54193,million kilowatt hours
2015,NC,North Carolina,ALL,all sectors,133847.52299,million kilowatt hours
2015,ND,North Dakota,ALL,all sectors,18128.94799,million kilowatt hours
2015,NE,Nebraska,ALL,all sectors,29495.07292,million kilowatt hours
2015,NEW,New England,ALL,all sectors,120170.38702,million kilowatt hours
2015,NH,New Hampshire,ALL,all sectors,10999.149,million kilowatt hours
2015,NJ,New Jersey,ALL,all sectors,75489.62301,million kilowatt hours
2015,NM,New Mexico,ALL,all sectors,23093.55301,million kilowatt hours
2015,NV,Nevada,ALL,all sectors,36019.69,million kilowatt hours
2015,NY,New York,ALL,all sectors,148913.65506,million kilowatt hours
2015,OH,Ohio,ALL,all sectors,149213.22396,million kilowatt hours
2015,OK,Oklahoma,ALL,all sectors,61336.38499,million kilowatt hours
2015,OR,Oregon,ALL,all sectors,47263.97396,million kilowatt hours
2015,PA,Pennsylvania,ALL,all sectors,146344.02799,million kilowatt hours
2015,PACC,Pacific Contiguous,ALL,all sectors,398550.49692,million kilowatt hours
2015,PACN,Pacific Noncontiguous,ALL,all sectors,15670.55601,million kilowatt hours
2015,RI,Rhode Island,ALL,all sectors,7664.718,million kilowatt hours
2015,SAT,South Atlantic,ALL,all sectors,815536.60998,million kilowatt hours
2015,SC,South Carolina,ALL,all sectors,81328.246,million kilowatt hours
2015,SD,South Dakota,ALL,all sectors,12101.979,million kilowatt hours
2015,TN,Tennessee,ALL,all sectors,99632.10797,million kilowatt hours
2015,TX,Texas,ALL,all sectors,392337.35401,million kilowatt hours
2015,US,U.S. Total,ALL,all sectors,3758992.38936,million kilowatt hours
2015,UT,Utah,ALL,all sectors,30192.34999,million kilowatt hours
2015,VA,Virginia,ALL,all sectors,112009.04499,million kilowatt hours
2015,VT,Vermont,ALL,all sectors,5521.10901,million kilowatt hours
2015,WA,Washington,ALL,all sectors,90116.08597,million kilowatt hours
2015,WI,Wisconsin,ALL,all sectors,68698.93192,million kilowatt hours
2015,WNC,West North Central,ALL,all sectors,294805.73463,million kilowatt hours
2015,WSC,West South Central,ALL,all sectors,591815.38202,million kilowatt hours
2015,WV,West Virginia,ALL,all sectors,32303.026,million kilowatt hours
2015,WY,Wyoming,ALL,all sectors,16924.76199,million kilowatt hours
2016,AK,Alaska,ALL,all sectors,6123.20202,million kilowatt hours
2016,AL,Alabama,ALL,all sectors,88225.141,million kilowatt hours
2016,AR,Arkansas,ALL,all sectors,46188.438,million kilowatt hours
2016,AZ,Arizona,ALL,all sectors,78237.82802,million kilowatt hours
2016,CA,California,ALL,all sectors,256846.63497,million kilowatt hours
2016,CO,Colorado,ALL,all sectors,54802.03698,million kilowatt hours
2016,CT,Connecticut,ALL,all sectors,28931.087,million kilowatt hours
2016,DC,District of Columbia,ALL,all sectors,11394.003,million kilowatt hours
2016,DE,Delaware,ALL,all sectors,11258.438,million kilowatt hours
2016,ENC,East North Central,ALL,all sectors,569557.17701,million kilowatt hours
2016,ESC,East South Central,ALL,all sectors,312587.31901,million kilowatt hours
2016,FL,Florida,ALL,all sectors,235721.822,million kilowatt hours
2016,GA,Georgia,ALL,all sectors,138112.239,million kilowatt hours
2016,HI,Hawaii,ALL,all sectors,9445.389,million kilowatt hours
2016,IA,Iowa,ALL,all sectors,48431.19301,million kilowatt hours
2016,ID,Idaho,ALL,all sectors,23062.96099,million kilowatt hours
2016,IL,Illinois,ALL,all sectors,141050.40899,million kilowatt hours
2016,IN,Indiana,ALL,all sectors,103704.82099,million kilowatt hours
2016,KS,Kansas,ALL,all sectors,40810.17399,million kilowatt hours
2016,KY,Kentucky,ALL,all sectors,74553.575,million kilowatt hours
2016,LA,Louisiana,ALL,all sectors,91452.659,million kilowatt hours
2016,MA,Massachusetts,ALL,all sectors,53475.888,million kilowatt hours
2016,MAT,Middle Atlantic,ALL,all sectors,368490.09199,million kilowatt hours
2016,MD,Maryland,ALL,all sectors,61353.91101,million kilowatt hours
2016,ME,Maine,ALL,all sectors,11448.951,million kilowatt hours
2016,MI,Michigan,ALL,all sectors,104467.81301,million kilowatt hours
2016,MN,Minnesota,ALL,all sectors,66546.49198,million kilowatt hours
2016,MO,Missouri,ALL,all sectors,78618.05597,million kilowatt hours
2016,MS,Mississippi,ALL,all sectors,49050.16399,million kilowatt hours
2016,MT,Montana,ALL,all sectors,14100.60102,million kilowatt hours
2016,MTN,Mountain,ALL,all sectors,276122.00804,million kilowatt hours
2016,NC,North Carolina,ALL,all sectors,134404.31899,million kilowatt hours
2016,ND,North Dakota,ALL,all sectors,18520.18799,million kilowatt hours
2016,NE,Nebraska,ALL,all sectors,30199.35404,million kilowatt hours
2016,NEW,New England,ALL,all sectors,117801.602,million kilowatt hours
2016,NH,New Hampshire,ALL,all sectors,10904.95599,million kilowatt hours
2016,NJ,New Jersey,ALL,all sectors,75359.37099,million kilowatt hours
2016,NM,New Mexico,ALL,all sectors,23039.54701,million kilowatt hours
2016,NV,Nevada,ALL,all sectors,36144.63,million kilowatt hours
2016,NY,New York,ALL,all sectors,147803.03801,million kilowatt hours
2016,OH,Ohio,ALL,all sectors,150597.79604,million kilowatt hours
2016,OK,Oklahoma,ALL,all sectors,61516.554,million kilowatt hours
2016,OR,Oregon,ALL,all sectors,47349.34999,million kilowatt hours
2016,PA,Pennsylvania,ALL,all sectors,145327.68299,million kilowatt hours
2016,PACC,Pacific Contiguous,ALL,all sectors,393081.30096,million kilowatt hours
2016,PACN,Pacific Noncontiguous,ALL,all sectors,15568.59102,million kilowatt hours
2016,RI,Rhode Island,ALL,all sectors,7524.27,million kilowatt hours
2016,SAT,South Atlantic,ALL,all sectors,816179.09299,million kilowatt hours
2016,SC,South Carolina,ALL,all sectors,79577.54999,million kilowatt hours
2016,SD,South Dakota,ALL,all sectors,12129.53002,million kilowatt hours
2016,TN,Tennessee,ALL,all sectors,100758.43902,million kilowatt hours
2016,TX,Texas,ALL,all sectors,398661.80878,million kilowatt hours
2016,US,U.S. Total,ALL,all sectors,3762461.6298,million kilowatt hours
2016,UT,Utah,ALL,all sectors,30179.53403,million kilowatt hours
2016,VA,Virginia,ALL,all sectors,112280.66501,million kilowatt hours
2016,VT,Vermont,ALL,all sectors,5516.45001,million kilowatt hours
2016,WA,Washington,ALL,all sectors,88885.316,million kilowatt hours
2016,WI,Wisconsin,ALL,all sectors,69736.33799,million kilowatt hours
2016,WNC,West North Central,ALL,all sectors,295254.98699,million kilowatt hours
2016,WSC,West South Central,ALL,all sectors,597819.45979,million kilowatt hours
2016,WV,West Virginia,ALL,all sectors,32076.14599,million kilowatt hours
2016,WY,Wyoming,ALL,all sectors,16554.87,million kilowatt hours
2017,AK,Alaska,ALL,all sectors,6185.799,million kilowatt hours
2017,AL,Alabama,ALL,all sectors,86241.73001,million kilowatt hours
2017,AR,Arkansas,ALL,all sectors,46085.95101,million kilowatt hours
2017,AZ,Arizona,ALL,all sectors,77646.26201,million kilowatt hours
2017,CA,California,ALL,all sectors,257267.93701,million kilowatt hours
2017,CO,Colorado,ALL,all sectors,54830.186,million kilowatt hours
2017,CT,Connecticut,ALL,all sectors,28135.52999,million kilowatt hours
2017,DC,District of Columbia,ALL,all sectors,10916.446,million kilowatt hours
2017,DE,Delaware,ALL,all sectors,11128.60301,million kilowatt hours
2017,ENC,East North Central,ALL,all sectors,553784.31099,million kilowatt hours
2017,ESC,East South Central,ALL,all sectors,303944.78898,million kilowatt hours
2017,FL,Florida,ALL,all sectors,233154.549,million kilowatt hours
2017,GA,Georgia,ALL,all sectors,133456.62,million kilowatt hours
2017,HI,Hawaii,ALL,all sectors,9324.20101,million kilowatt hours
2017,IA,Iowa,ALL,all sectors,48921.99695,million kilowatt hours
2017,ID,Idaho,ALL,all sectors,23793.78999,million kilowatt hours
2017,IL,Illinois,ALL,all sectors,137196.31001,million kilowatt hours
2017,IN,Indiana,ALL,all sectors,98965.968,million kilowatt hours
2017,KS,Kansas,ALL,all sectors,40287.78698,million kilowatt hours
2017,KY,Kentucky,ALL,all sectors,72634.38698,million kilowatt hours
2017,LA,Louisiana,ALL,all sectors,91205.935,million kilowatt hours
2017,MA,Massachusetts,ALL,all sectors,52513.32101,million kilowatt hours
2017,MAT,Middle Atlantic,ALL,all sectors,361366.269,million kilowatt hours
2017,MD,Maryland,ALL,all sectors,59303.885,million kilowatt hours
2017,ME,Maine,ALL,all sectors,11213.674,million kilowatt hours
2017,MI,Michigan,ALL,all sectors,101899.09299,million kilowatt hours
2017,MN,Minnesota,ALL,all sectors,67152.57997,million kilowatt hours
2017,MO,Missouri,ALL,all sectors,76461.41902,million kilowatt hours
2017,MS,Mississippi,ALL,all sectors,47828.787,million kilowatt hours
2017,MT,Montana,ALL,all sectors,14709.65602,million kilowatt hours
2017,MTN,Mountain,ALL,all sectors,278014.35202,million kilowatt hours
2017,NC,North Carolina,ALL,all sectors,131421.31898,million kilowatt hours
2017,ND,North Dakota,ALL,all sectors,20140.42599,million kilowatt hours
2017,NE,Nebraska,ALL,all sectors,30359.00702,million kilowatt hours
2017,NEW,New England,ALL,all sectors,115458.11898,million kilowatt hours
2017,NH,New Hampshire,ALL,all sectors,10787.26099,million kilowatt hours
2017,NJ,New Jersey,ALL,all sectors,73382.94,million kilowatt hours
2017,NM,New Mexico,ALL,all sectors,23009.58399,million kilowatt hours
2017,NV,Nevada,ALL,all sectors,36657.786,million kilowatt hours
2017,NY,New York,ALL,all sectors,144992.43302,million kilowatt hours
2017,OH,Ohio,ALL,all sectors,146643.83102,million kilowatt hours
2017,OK,Oklahoma,ALL,all sectors,60492.12799,million kilowatt hours
2017,OR,Oregon,ALL,all sectors,50043.81603,million kilowatt hours
2017,PA,Pennsylvania,ALL,all sectors,142990.89598,million kilowatt hours
2017,PACC,Pacific Contiguous,ALL,all sectors,399259.92504,million kilowatt hours
2017,PACN,Pacific Noncontiguous,ALL,all sectors,15510.00001,million kilowatt hours
2017,RI,Rhode Island,ALL,all sectors,7384.671,million kilowatt hours
2017,SAT,South Atlantic,ALL,all sectors,800716.93001,million kilowatt hours
2017,SC,South Carolina,ALL,all sectors,78096.757,million kilowatt hours
2017,SD,South Dakota,ALL,all sectors,12313.67503,million kilowatt hours
2017,TN,Tennessee,ALL,all sectors,97239.88499,million kilowatt hours
2017,TX,Texas,ALL,all sectors,401880.37401,million kilowatt hours
2017,US,U.S. Total,ALL,all sectors,3723355.97399,million kilowatt hours
2017,UT,Utah,ALL,all sectors,30589.02102,million kilowatt hours
2017,VA,Virginia,ALL,all sectors,111529.73201,million kilowatt hours
2017,VT,Vermont,ALL,all sectors,5423.662,million kilowatt hours
2017,WA,Washington,ALL,all sectors,91948.17201,million kilowatt hours
2017,WI,Wisconsin,ALL,all sectors,69079.10897,million kilowatt hours
2017,WNC,West North Central,ALL,all sectors,295636.89095,million kilowatt hours
2017,WSC,West South Central,ALL,all sectors,599664.38801,million kilowatt hours
2017,WV,West Virginia,ALL,all sectors,31709.019,million kilowatt hours
2017,WY,Wyoming,ALL,all sectors,16778.06699,million kilowatt hours
2018,AK,Alaska,ALL,all sectors,5972.46698,million kilowatt hours
2018,AL,Alabama,ALL,all sectors,90280.456,million kilowatt hours
2018,AR,Arkansas,ALL,all sectors,49602.70798,million kilowatt hours
2018,AZ,Arizona,ALL,all sectors,78346.30199,million kilowatt hours
2018,CA,California,ALL,all sectors,255224.27197,million kilowatt hours
2018,CO,Colorado,ALL,all sectors,56450.48002,million kilowatt hours
2018,CT,Connecticut,ALL,all sectors,28833.925,million kilowatt hours
2018,DC,District of Columbia,ALL,all sectors,11357.91,million kilowatt hours
2018,DE,Delaware,ALL,all sectors,11773.1,million kilowatt hours
2018,ENC,East North Central,ALL,all sectors,575593.396,million kilowatt hours
2018,ESC,East South Central,ALL,all sectors,320192.34294,million kilowatt hours
2018,FL,Florida,ALL,all sectors,238565.391,million kilowatt hours
2018,GA,Georgia,ALL,all sectors,139866.07398,million kilowatt hours
2018,HI,Hawaii,ALL,all sectors,9337.161,million kilowatt hours
2018,IA,Iowa,ALL,all sectors,51210.655,million kilowatt hours
2018,ID,Idaho,ALL,all sectors,23753.50799,million kilowatt hours
2018,IL,Illinois,ALL,all sectors,142654.80801,million kilowatt hours
